0	0	-9.52127E-12	347.189	-1735.94
-1	0.00288028	0	347.189	-1735.94
				
0	0	17.9457	343.6	-1700.05
-0.967994	0.00297246	17.9457	343.6	-1700.05
-1	0.00307074	0	340.01	-1700.05
				
0	0	33.7952	340.43	-1668.35
-0.937404	0.00305707	33.7952	340.43	-1668.35
-0.969291	0.00316106	15.8495	336.841	-1668.35
-1	0.00325673	0	333.671	-1668.35
				
0	0	47.8955	337.61	-1640.15
-0.908249	0.00313498	47.8955	337.61	-1640.15
-0.939926	0.00324432	29.9498	334.02	-1640.15
-0.970543	0.00334501	14.1003	330.851	-1640.15
-1	0.00343801	0	328.031	-1640.15
				
0	0	60.5211	335.084	-1614.9
-0.880508	0.00320694	60.5211	335.084	-1614.9
-0.911908	0.0033213	42.5754	331.495	-1614.9
-0.942362	0.00342671	26.7259	328.325	-1614.9
-0.971747	0.00352414	12.6256	325.505	-1614.9
-1	0.00361444	0	322.98	-1614.9
				
0	0	71.8918	332.81	-1592.16
-0.854141	0.00327359	71.8918	332.81	-1592.16
-0.885211	0.00339267	53.9461	329.221	-1592.16
-0.915448	0.00350251	38.0966	326.051	-1592.16
-0.944705	0.00360412	23.9963	323.231	-1592.16
-0.972901	0.00369834	11.3707	320.706	-1592.16
-1	0.00378595	0	318.432	-1592.16
				
0	0	82.1858	330.752	-1571.57
-0.829089	0.00333549	82.1858	330.752	-1571.57
-0.859791	0.00345901	64.2402	327.162	-1571.57
-0.889769	0.00357303	48.3907	323.993	-1571.57
-0.918855	0.00367856	34.2903	321.172	-1571.57
-0.946949	0.00377649	21.6648	318.647	-1571.57
-0.974003	0.00386759	10.2941	316.373	-1571.57
-1	0.00395252	0	314.314	-1571.57
				
0	0	91.5492	328.879	-1552.85
-0.80529	0.00339313	91.5492	328.879	-1552.85
-0.835596	0.00352083	73.6036	325.29	-1552.85
-0.865284	0.00363878	57.7541	322.12	-1552.85
-0.894164	0.00374802	43.6538	319.3	-1552.85
